C,k,beta2,xbar,dwell
40,12.174556962025319,0.695636075949367,0.5160387720567204,0.6
40,12.67974683544304,0.683006329113924,0.5084519319148437,0.6
40,13.184936708860763,0.670376582278481,0.49893620406225336,0.6
40,13.690126582278484,0.6577468354430379,0.48734560093532336,0.6
40,14.195316455696204,0.6451170886075949,0.4735588554460094,0.6
40,14.700506329113926,0.6324873417721518,0.4574837551494899,0.6
40,15.205696202531648,0.6198575949367088,0.43905837343399723,0.6
40,15.71088607594937,0.6072278481012657,0.41824990975178206,0.6
40,16.21607594936709,0.5945981012658227,0.3950519377149522,0.6
40,16.72126582278481,0.5819683544303798,0.3808372441754508,0.6
40,17.226455696202535,0.5693386075949366,0.37366267882054627,0.6
40,17.731645569620255,0.5567088607594937,0.3676216699086995,0.6
40,18.23683544303798,0.5440791139240505,0.3610401576294965,0.6
40,18.7420253164557,0.5314493670886076,0.35559445233791365,0.6
40,19.247215189873423,0.5188196202531644,0.3494570874483887,0.6
40,19.752405063291143,0.5061898734177215,0.34379776151076447,0.6
40,20.257594936708866,0.4935601265822783,0.3387182889165228,0.6
40,20.762784810126586,0.4809303797468354,0.3331006405067508,0.575
40,21.267974683544306,0.46830063291139234,0.32703242654623443,0.575
40,21.77316455696203,0.4556708860759493,0.32273573915328074,0.575
40,22.27835443037975,0.44304113924050625,0.31801747412694603,0.575
40,22.783544303797473,0.4304113924050632,0.3128566279373448,0.575
40,23.288734177215193,0.41778164556962016,0.30722957179711263,0.575
40,23.793924050632917,0.4051518987341771,0.30282031192905967,0.575
40,24.299113924050637,0.3925221518987341,0.29884332959030596,0.575
40,24.804303797468357,0.379892405063291,0.29449374179767984,0.575
40,25.30949367088608,0.367262658227848,0.28974322727143076,0.575
40,25.8146835443038,0.35463291139240494,0.284562092971627,0.575
40,26.319873417721524,0.3420031645569619,0.2798008870256325,0.575
40,26.825063291139244,0.32937341772151885,0.27645292888868733,0.575
40,27.330253164556968,0.3167436708860758,0.2727704193530128,0.575
40,27.835443037974688,0.30411392405063276,0.2687207448651344,0.575
40,28.340632911392408,0.2914841772151898,0.26426918195020666,0.575
40,28.84582278481013,0.27885443037974667,0.2593793628802845,0.575
40,29.35101265822785,0.26622468354430373,0.25401383152143236,0.575
40,29.856202531645575,0.2535949367088606,0.25111124627912806,0.575
40,30.361392405063295,0.24096518987341764,0.2479423881790744,0.575
40,30.86658227848102,0.22833544303797448,0.24440076803093805,0.575
40,31.37177215189874,0.21570569620253155,0.2404389944669319,0.575
40,31.876962025316463,0.2030759493670884,0.2360053531375482,0.575
40,32.38215189873418,0.19044620253164557,0.23104436250934915,0.575
40,32.8873417721519,0.17781645569620252,0.2254973216815041,0.55
40,33.39253164556962,0.16518670886075948,0.22233623970205044,0.55
40,33.897721518987346,0.15255696202531632,0.21938563983375348,0.55
40,34.402911392405066,0.1399272151898734,0.2159467862315335,0.55
40,34.908101265822786,0.12729746835443034,0.2119194546867032,0.55
